time_utc,sat,signal_code,station,CN0_dBHz
2025-01-01 00:03:30.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.81
2025-01-01 00:03:30.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.78
2025-01-01 00:03:30.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,30.09
2025-01-01 00:03:30.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.72
2025-01-01 00:03:30.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.66
2025-01-01 00:03:30.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.53
2025-01-01 00:03:30.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.19
2025-01-01 00:03:30.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.00
2025-01-01 00:03:30.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,48.78
2025-01-01 00:03:30.000,C32,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.69
2025-01-01 00:04:00.000,C02,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,40.81
2025-01-01 00:04:00.000,C05,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.16
2025-01-01 00:04:00.000,C06,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,36.78
2025-01-01 00:04:00.000,C07,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,32.84
2025-01-01 00:04:00.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.81
2025-01-01 00:04:00.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.72
2025-01-01 00:04:00.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,30.44
2025-01-01 00:04:00.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.38
2025-01-01 00:04:00.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,40.06
2025-01-01 00:04:00.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.12
2025-01-01 00:04:00.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.06
2025-01-01 00:04:00.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,45.50
2025-01-01 00:04:00.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,49.22
2025-01-01 00:04:00.000,C32,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,34.38
2025-01-01 00:04:30.000,C02,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,41.00
2025-01-01 00:04:30.000,C05,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.31
2025-01-01 00:04:30.000,C06,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.06
2025-01-01 00:04:30.000,C07,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,34.19
2025-01-01 00:04:30.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.59
2025-01-01 00:04:30.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.81
2025-01-01 00:04:30.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,32.00
2025-01-01 00:04:30.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.31
2025-01-01 00:04:30.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.44
2025-01-01 00:04:30.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,36.69
2025-01-01 00:04:30.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.25
2025-01-01 00:04:30.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,45.09
2025-01-01 00:04:30.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,49.56
2025-01-01 00:04:30.000,C32,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,36.38
2025-01-01 00:05:00.000,C02,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,40.88
2025-01-01 00:05:00.000,C05,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.12
2025-01-01 00:05:00.000,C06,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.00
2025-01-01 00:05:00.000,C07,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,33.97
2025-01-01 00:05:00.000,C08,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,29.47
2025-01-01 00:05:00.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.34
2025-01-01 00:05:00.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.84
2025-01-01 00:05:00.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,31.06
2025-01-01 00:05:00.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.06
2025-01-01 00:05:00.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.25
2025-01-01 00:05:00.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,36.47
2025-01-01 00:05:00.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.16
2025-01-01 00:05:00.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,44.69
2025-01-01 00:05:00.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,49.31
2025-01-01 00:05:00.000,C32,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,34.78
2025-01-01 00:05:30.000,C02,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,40.78
2025-01-01 00:05:30.000,C05,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.25
2025-01-01 00:05:30.000,C06,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.06
2025-01-01 00:05:30.000,C07,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,33.56
2025-01-01 00:05:30.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.53
2025-01-01 00:05:30.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.75
2025-01-01 00:05:30.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,30.44
2025-01-01 00:05:30.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.50
2025-01-01 00:05:30.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.41
2025-01-01 00:05:30.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,36.19
2025-01-01 00:05:30.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.16
2025-01-01 00:05:30.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,45.00
2025-01-01 00:05:30.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,49.56
2025-01-01 00:05:30.000,C32,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,32.47
2025-01-01 00:06:00.000,C02,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,41.00
2025-01-01 00:06:00.000,C05,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.34
2025-01-01 00:06:00.000,C06,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.62
2025-01-01 00:06:00.000,C07,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,33.31
2025-01-01 00:06:00.000,C08,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,30.66
2025-01-01 00:06:00.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.84
2025-01-01 00:06:00.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.03
2025-01-01 00:06:00.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,30.38
2025-01-01 00:06:00.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.16
2025-01-01 00:06:00.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.97
2025-01-01 00:06:00.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.91
2025-01-01 00:06:00.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.19
2025-01-01 00:06:00.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,45.22
2025-01-01 00:06:00.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,49.31
2025-01-01 00:06:00.000,C32,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,36.62
2025-01-01 00:06:30.000,C02,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,41.34
2025-01-01 00:06:30.000,C05,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.66
2025-01-01 00:06:30.000,C06,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.50
2025-01-01 00:06:30.000,C07,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,33.84
2025-01-01 00:06:30.000,C08,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,32.62
2025-01-01 00:06:30.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.66
2025-01-01 00:06:30.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.00
2025-01-01 00:06:30.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,31.44
2025-01-01 00:06:30.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.22
2025-01-01 00:06:30.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.81
2025-01-01 00:06:30.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.53
2025-01-01 00:06:30.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.38
2025-01-01 00:06:30.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,45.41
2025-01-01 00:06:30.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,49.31
2025-01-01 00:06:30.000,C32,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,33.62
2025-01-01 00:07:00.000,C02,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,41.19
2025-01-01 00:07:00.000,C05,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.34
2025-01-01 00:07:00.000,C06,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.00
2025-01-01 00:07:00.000,C07,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,33.78
2025-01-01 00:07:00.000,C08,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,31.88
2025-01-01 00:07:00.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.97
2025-01-01 00:07:00.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.19
2025-01-01 00:07:00.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,30.03
2025-01-01 00:07:00.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.12
2025-01-01 00:07:00.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.69
2025-01-01 00:07:00.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.62
2025-01-01 00:07:00.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.22
2025-01-01 00:07:00.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,44.59
2025-01-01 00:07:00.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,49.19
2025-01-01 00:07:00.000,C32,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,33.75
2025-01-01 00:07:30.000,C02,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,40.91
2025-01-01 00:07:30.000,C05,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.28
2025-01-01 00:07:30.000,C06,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.94
2025-01-01 00:07:30.000,C07,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,33.66
2025-01-01 00:07:30.000,C08,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,30.75
2025-01-01 00:07:30.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.09
2025-01-01 00:07:30.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.41
2025-01-01 00:07:30.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,29.97
2025-01-01 00:07:30.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.53
2025-01-01 00:07:30.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,40.03
2025-01-01 00:07:30.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.06
2025-01-01 00:07:30.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.28
2025-01-01 00:07:30.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,44.75
2025-01-01 00:07:30.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,49.91
2025-01-01 00:07:30.000,C32,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,34.84
2025-01-01 00:08:00.000,C02,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,41.16
2025-01-01 00:08:00.000,C05,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.28
2025-01-01 00:08:00.000,C06,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.28
2025-01-01 00:08:00.000,C07,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,33.78
2025-01-01 00:08:00.000,C08,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,31.25
2025-01-01 00:08:00.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.06
2025-01-01 00:08:00.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.03
2025-01-01 00:08:00.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,31.00
2025-01-01 00:08:00.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.12
2025-01-01 00:08:00.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,40.41
2025-01-01 00:08:00.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.41
2025-01-01 00:08:00.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.38
2025-01-01 00:08:00.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,44.78
2025-01-01 00:08:00.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,50.06
2025-01-01 00:08:00.000,C32,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,31.28
2025-01-01 00:08:30.000,C02,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,40.75
2025-01-01 00:08:30.000,C05,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.12
2025-01-01 00:08:30.000,C06,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.25
2025-01-01 00:08:30.000,C07,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,33.78
2025-01-01 00:08:30.000,C08,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,29.50
2025-01-01 00:08:30.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.97
2025-01-01 00:08:30.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.44
2025-01-01 00:08:30.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,30.00
2025-01-01 00:08:30.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.00
2025-01-01 00:08:30.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.75
2025-01-01 00:08:30.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,36.25
2025-01-01 00:08:30.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.19
2025-01-01 00:08:30.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,44.69
2025-01-01 00:08:30.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,50.06
2025-01-01 00:08:30.000,C32,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,33.59
2025-01-01 00:09:00.000,C02,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,40.94
2025-01-01 00:09:00.000,C05,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,46.34
2025-01-01 00:09:00.000,C06,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,37.50
2025-01-01 00:09:00.000,C07,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,34.03
2025-01-01 00:09:00.000,C08,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,29.59
2025-01-01 00:09:00.000,C09,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.19
2025-01-01 00:09:00.000,C10,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.59
2025-01-01 00:09:00.000,C13,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,30.19
2025-01-01 00:09:00.000,C16,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,38.12
2025-01-01 00:09:00.000,C20,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,39.53
2025-01-01 00:09:00.000,C23,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,35.28
2025-01-01 00:09:00.000,C27,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,52.31
2025-01-01 00:09:00.000,C28,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,44.75
2025-01-01 00:09:00.000,C30,S2I,ABPO00MDG_R_20250010000_01D_30S_MO,49.75
